id,verdict,tag,conf,reason
58051 fd72969e-3ae1-40f1-bb9f-922a686a91cf,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
65399 35adfe3e-cb12-4d8b-a4d4-17b966c1513f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
341779 8e284f73-17d7-4771-8f5c-f11aa4a98c85,A,scope,0.9,"One asks if it's immoral, the other assumes it is."
105207 1933960e-e3b5-4bd6-8989-9d9266f2209d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
330273 f1093319-adca-4242-a755-d4e0f27527c4,OK,lexical_gap,0.9,Both questions ask about the experience of being a sadist.
399792 64ba1850-0aaf-459d-89d6-35be41d5458c,B,scope,0.7,Different specifications about tile types and qualities.
138647 5094a277-8100-4f2b-8ce4-f39524c96ae6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
73393 a693a7b0-6792-459f-966e-9e2db9bfb4f8,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
387010 c4d3a818-9d26-4edf-8fb8-2e4b14e4787c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
200722 97727a9a-eaf9-4e5d-83d8-84ac675e3a66,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
369491 12093f5e-a46a-4c15-b7fa-2553c24ea815,OK,entity,0.9,Different companies imply different corporate cultures.
128147 ca628184-692f-4f15-8d70-e981178c42a9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
168939 ebd01950-81b6-498d-a979-33f4037a7052,OK,identical,1.0,Questions are identical with minor punctuation difference.
16718 3a0cddf7-ff65-41a7-a0f5-b9ff01cbd1bb,A,scope,0.9,First question is more specific than the second.
261374 3e5647d6-7252-476d-9ee7-0455dfbda04c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
283418 92dcb947-8eb7-4d43-bb81-4715c023aa22,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
215058 fbf14706-2577-4b23-a253-534e484a8932,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
301559 053f57dc-52f9-47cc-a0b3-b9bdac4ad2e9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
280707 8f002d96-a286-4afb-b612-5ea1fc374684,A,scope,0.9,Questions focus on different aspects of iTunes gift cards.
41945 259b1351-1df7-408f-8ec5-0cd200e3ba75,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
179766 0b944fc0-1415-4158-8ca9-66cbc660cd36,OK,scope,0.9,Both questions ask about practical applications.
306418 cd2dd61e-936f-402b-bcc7-cdb3171112e4,OK,scope,0.9,Different focus: one asks about unobservant specifically.
108743 9f75928d-d7be-432e-9591-b077dcdd7400,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
100307 41ffd210-7279-4e32-af42-15eb972d7aef,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
333826 474a50a9-e0d7-4ae8-aed5-7acfdd323fdf,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
236826 f8373e5d-fdf1-42f7-af6a-875a839ffabe,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
23326 48ce460b-ac06-4291-bcb3-b78aa2409f04,OK,scope,0.9,Different focuses on types of poems.
194044 970e6985-e639-4779-817c-5ad7f3f911e1,OK,unrelated,0.9,Questions address different aspects of check cashing.
328876 d170a963-99bd-4ad9-a2b7-e17f81be4948,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
96273 b2e06f8b-8a35-47fa-8121-b5e0cb051d2a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
102559 8cb7e7c3-d7fe-4116-b01d-620beb068eb4,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
332995 b04b3835-0810-4ed0-a7ad-edea6f58d90d,OK,unrelated,1.0,Questions address different aspects of HUF accounts.
336759 84c6c616-a759-44d9-b6dd-5019c6c9b004,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
201308 bd2b6a0d-b021-42b4-8fb0-8e8a6900e39a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
257352 6332b1a4-347f-4158-b4b6-bf3542da6448,A,scope,0.9,Different focus: cutoff vs. marks obtained.
337266 a4ca8023-576a-4b75-9cdb-3fed9025ef20,OK,identical,1.0,Both questions ask for the same information.
56527 55e8d80e-e53f-424b-be07-ecf8e2998f76,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
118776 966ef899-a458-4acd-9573-567d38a9006a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
305287 af4cc607-1ce7-4441-87e3-81209b965729,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
395307 9f3c1e2b-ca7f-495e-8a40-894dc3379aa0,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
393186 e0181469-9255-4934-a092-af2d203365fa,OK,scope,0.9,Different focus: general role vs specific experience.
47389 844ac5ba-0046-4ef5-8830-f6563616248e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
63290 3ac05c89-ae08-483c-a6da-7983e40e11eb,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
74014 9568ff61-8829-4fdf-a22f-1c93f5f7c4ff,OK,unrelated,0.9,Questions address different iOS versions and topics.
193694 012cb2db-fbed-4982-8665-b25800175b18,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
7595 249d4f0f-10e6-4e89-abb7-9757538adda0,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
25641 d97f784f-692c-417a-b2a1-d608c819a6fa,OK,entity,1.0,Different locations imply different contexts.
397811 f214e1e0-dd32-4a7b-90f6-d4810b3154e7,OK,identical,1.0,Both questions ask the same thing.
304572 78e348f5-6434-47b6-882c-065d650c400b,OK,identical,1.0,Both questions ask the same thing.
6331 5f142e86-4c97-4dc3-9640-c3bbbfa48699,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
209893 34062e4f-4382-40ca-b89f-e6b5923d0616,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
195235 69e5110a-e8b5-4a77-9d3a-6c5764c400b9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
128129 e48c21d4-0ae5-47e4-a922-fa55d623ab73,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
45859 2b6caa7c-89dc-49dc-a874-4cadab27e342,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
376118 81f5af83-d6af-42d4-b6a4-c65dfccf4690,OK,identical,1.0,Both questions ask about the same update.
262358 01e636b8-c012-4090-bd5f-9385d40664ca,B,scope,0.7,Different focuses on choice vs. differences and advantages.
264490 f7488e79-d832-4134-8be4-07dd5476cbfd,OK,lexical_gap,0.9,Both questions ask about earning money on Quora.
231591 74db673d-9c9d-4f2d-8cf6-c3ef3530609d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
187562 da46e5f5-32bb-4e84-9887-0772a79b6dad,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
120660 5100a2e4-7514-40e0-9f6f-e714e9a75ccf,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
251234 9cf62f81-f359-4d66-9039-9eca10adc651,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
43776 925cc1d5-c1f2-403c-867f-f52a68c5a5d3,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
397047 2928f4ad-7577-413d-a30b-52139ced2c40,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
165605 4a77f74f-0e65-4c83-9de6-8b72a6850085,B,scope,0.7,Different specificity in font recommendations.
366931 fb9e622d-7eb2-44e4-bab0-61146660a6d0,OK,unrelated,0.9,Questions address different aspects of Google News.
189471 6d9b2daf-f14c-46ac-a92f-34001895da18,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
289437 5410d439-6eca-4241-895f-e1b1e4809b7b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
44804 50fcb73a-3c31-484e-a435-6127315727c8,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
13508 093cc257-3bba-414b-ba79-0f9d75bc7a03,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
167382 9ba4edf0-f2d8-46cb-ba8c-7027d38e9e9a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
380129 b436c41e-904d-4e9a-b181-1681102aa96f,OK,scope,0.9,"One asks about origin, the other about definition."
28971 cde4b476-c420-4b29-b46f-202ac86a6cdd,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
283021 cd000d56-1f10-43b9-bf9d-0eb4bcfa3c2d,OK,scope,0.9,"First question is broader, covering more materials."
171537 07a680dc-1491-4d30-86c6-b520d14f97f1,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
343820 a4789174-bb73-4104-8508-3d5d7c743f71,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
353577 90a6a9ff-6e1e-4d1c-9370-c6d2c732804f,OK,unrelated,1.0,Questions are about completely different topics.
91801 26bb1d14-7af5-44ba-a330-1d75c052cff3,OK,unrelated,1.0,Questions are about entirely different topics.
235501 3c380aa7-5613-4b62-a730-4eef0ff5d9fe,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
142636 4f901a6d-8381-4e25-9cf1-aea6ccba22fa,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
293753 224d0aa6-9c92-42d8-9e93-dba6293c5e5d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
213913 55681dcc-691a-40b2-861e-6c123307076b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
323261 459cbb16-ded1-4e8b-8933-edfd74fe76ca,A,scope,0.9,Questions differ in specificity about currency features.
313946 54d51c55-88e6-4d5b-b6bf-8a9c292b0c16,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
147860 c08d97a4-4d62-40a9-977c-5a688d720af0,OK,scope,0.9,Different suit colors but similar shirt context.
372730 767818ca-4140-4a30-af52-8c80641df308,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
183076 cb719487-5391-4705-a0e8-1605579d9364,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
151164 504745a1-2b7a-48d4-add5-2a4b17e3cce6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
383365 0393bfdc-8bcf-4f51-9046-dfbb90c613d7,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
374836 922cc92a-bdcd-4d6f-b342-5394f771bf86,OK,unrelated,1.0,Questions are about different locations and topics.
46293 b46194cf-a148-4afe-9fb0-04ae7c9d5bd4,OK,entity,0.9,Different countries imply different legal consequences.
69758 36820870-8fa9-4caf-8daf-77c71096bcf6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
271271 31ce9415-734d-47e9-b78a-79549f9a417a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
13487 a5f46b90-bae3-4f6b-a5b0-11738268f524,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
210832 5c79dcdc-cc4b-413d-8a73-4aa663ab5279,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
143348 91095790-3fba-48f5-bd70-a8b48e767f7f,OK,unrelated,1.0,Questions address completely different topics.
192475 37ef6690-e7dc-4944-b0c3-c5afb9c12dfd,B,scope,0.7,Different applications of standard deviation in context.
154373 70690045-6855-4b42-a240-c5f37601f407,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
39025 6d89071e-fd7a-4ca2-bccf-d81602e449af,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
252397 371bcb2b-566c-480d-ba73-82812ccb62de,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
109452 79776971-ff4e-46d1-8c47-ef8be64fc017,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
24698 932f7a11-dc45-4135-84e9-29b883174a7f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
370753 3b5c4c9a-184a-446f-8981-c31aa0e5e591,A,scope,0.9,First question adds 'physical understanding' aspect.
74938 3e00eace-e1ce-4238-923e-33647e0dbb6e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
265147 e53341ed-d4a0-4384-a8e6-ce6d28f7f903,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
310590 668842a9-1308-4728-b072-7d5299a2f671,A,entity,0.9,Different companies imply different contexts and information.
308751 069bb47c-1c0f-4477-ad01-848a7944672e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
376769 3bd37027-ce85-4dd4-9486-29d2fe8b8816,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
288605 41236836-ef2f-4151-bd8c-fa2ad1185039,B,scope,0.7,Different focuses on expansion vs. vacuum energy.
182274 d8a15536-fd15-4b4a-b4de-57f7994991b0,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
206124 2503cf07-046f-4f0e-946f-0de3dc1e9c8c,OK,unrelated,1.0,Questions are about different platforms and actions.
248259 54d271cd-9ba1-4644-817e-bd30ff147577,OK,unrelated,1.0,Questions address different topics entirely.
101149 7e966630-f8e8-453b-8d82-81656020099d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
335125 af8519bb-b2d0-440a-b42e-9b733744f27d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
199674 e5fa9be7-50c3-4f89-b151-b7d749fd51e6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
216684 d9943981-7101-48ba-a0e4-bf1d3f75a386,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
60538 f96480db-250b-4a48-974e-21f4287510aa,OK,scope,0.9,"Different focus: one asks for comparison, the other for evaluation."
224950 7b9f396e-e5fc-47d1-b80e-f40dc16b1764,OK,scope,0.9,Different focuses on meals vs. secrets to weight loss.
77718 bf3ade04-d6a0-4a6a-9dee-5f80d192e21e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
304240 6e1d4cd6-9723-499b-bb13-fe48757a944d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
180005 4dd8b27c-cf7d-4d6e-9728-2d41a79506e0,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
236487 9fd168a0-12da-4acf-9af6-ad1bb9c7a471,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
130950 01ccbef1-72f1-4776-99cd-d903adfe4d27,OK,unrelated,1.0,Questions address different topics about correctness.
40611 d0223d6e-ec14-4089-9410-fc4974435b41,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
318863 8ea6e300-0fbd-4044-a88a-752819a3ac37,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
340891 c97492be-e8c2-4f33-8bd8-4499dbe0fc5f,B,scope,0.7,Second question adds a request for reasons.
292240 e2ab33cc-b23c-467f-af84-84a38ded299b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
62789 05383e85-dfcc-4fae-b341-aa5430db124d,OK,unrelated,1.0,Questions address different topics entirely.
28708 adf85573-4a5f-4f3d-b725-23f32e3d826e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
62565 b53a86be-e81a-4aac-94aa-3e671dec890b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
73946 169aff28-c211-453e-a4da-3e179bf5b76b,B,scope,0.7,Different focuses on running 4G vs. using SIM.
319208 b25b4fd1-f44a-46ec-973c-90cd4abbf2cd,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
389345 2c89131d-6b04-4dd4-8797-d7cf7ed74771,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
127231 877c67f7-be3a-49a6-810c-c89710d2709e,OK,lexical_gap,0.9,Both questions ask about starting a business with $100.
242328 8871d227-37d2-4ed1-b190-58bf22a8b643,OK,lexical_gap,0.9,Both questions inquire about time travel.
67994 71b1abe2-a957-4b07-ab83-bdac1acd7a2b,A,scope,0.9,Different engineering fields imply different courses.
137606 c342286d-af43-4621-afff-08aa8618caa2,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
22831 f93ec015-764f-4789-b96e-d9287a630997,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
32614 c27eab26-8d9f-40c9-af42-81bc40dee8d6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
96681 411899f4-e1f4-4204-b558-7d686f319e91,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
107338 c84bf905-05b3-4e13-a62c-52425f8a92e7,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
215280 a00f5217-379c-44a0-ae09-73d7bc3860c6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
281077 80c796c1-bdd0-48c2-ad41-8db04ce282a4,B,scope,0.7,Different situations regarding vomiting and dry heaving.
243204 fc3e68ec-59d2-4213-abdf-ce052147cbca,OK,unrelated,1.0,Questions are about different electronic concepts.
269605 c07b3509-e607-4cab-ba5d-39f555337af2,A,other,0.9,Questions address different subjects and contexts.
316681 9bfe4e72-20b6-4d56-8be0-0e7df175092e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
271601 05fc66d7-cafb-4b24-b455-20625143c4a9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
68175 c58d88c7-cea3-451e-ae74-a199d2a41cb6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
9821 2bf76c7b-e9fa-4148-91ea-81a495937396,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
352298 601950ca-e905-4fba-b913-50590b1ae2f9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
304420 9c5483de-6c65-4efe-9f9a-83f7254b8906,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
126673 64cc38db-d101-424a-a635-16647a506d5d,OK,unrelated,1.0,Questions are about different mythological events.
156290 f1f7d983-caff-46fc-9c36-7dccf853e222,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
61338 29c27052-aa44-469c-8ee9-a504d8667d28,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
31499 cfa62c0c-146c-4aa2-ade3-c3cbdae209a2,B,scope,0.7,Different acronyms lead to different grammatical rules.
256922 38832c6a-0584-40a4-8e61-f86e35ddb3a1,A,negation,0.9,Questions have opposite meanings about laughter.
308372 25aefc56-7b72-43ac-bbe0-9718104f2722,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
165677 e63d0197-850c-44c2-9d92-58fa5de5bb6d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
178643 86313a63-fe2a-4042-9578-4d9f796e1c79,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
230006 10218af4-0300-45a4-9c69-046179d66845,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
308659 0c0d1212-69c3-4ab8-85ec-4c7a047cf251,OK,identical,1.0,Questions are nearly identical in wording and meaning.
162886 0922dd0d-34bc-4645-bcf4-00d3d07c80f4,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
56049 bf007ecf-1b91-4ff4-83c3-39d478e4b643,OK,scope,0.9,Questions differ in specificity about milk consumption.
334919 1d91c169-23f8-400d-ab31-8b7d47d47c7a,B,scope,0.7,Different focus on time and reasons for the event.
230909 c09644d6-f778-433f-868d-b05926153c87,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
349322 6e55098c-98d5-4148-96c1-e57b0e669271,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
201495 2d8742a7-e664-4959-9dd8-812d93e64335,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
325968 44acc50f-9404-4d1c-97fc-c06abf4799c5,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
365784 58b58e66-09a3-48f8-b524-43d0587b5a67,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
271431 95e61cbe-d2e9-46b9-a205-23ab30a52d56,B,scope,0.7,Different scopes on time and ranking criteria.
271982 7b2ed850-8a87-484d-85dd-ba73032e18d8,OK,entity,0.9,Different counties indicate distinct entities.
212257 a869478a-fb87-4f92-af53-ca13cfeaa1c4,OK,scope,0.9,Both questions ask about effective weapons in a zombie apocalypse.
23597 f267e2d8-cc84-40e1-bceb-926252051997,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
316447 f2fd7aa4-fe60-45d7-901c-43aa4df24d1e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
148327 52993134-c0d8-48d7-a57b-45056c150384,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
125971 dd6b9232-32fe-4fd8-a178-5532b092d45e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
248634 1b011378-95a8-4d4c-81b5-b9ab69f8d20f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
119558 875ccc6b-f9dd-4a10-9e98-966d2a2d6abf,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
26905 364352dd-7cbd-4354-bf61-9b55719eda04,OK,scope,0.9,Different focuses on safety and quantity of drinks.
323970 acb2a466-77db-45fd-a92d-c16086cc0dff,OK,identical,1.0,Questions are essentially the same in meaning.
190423 93530da8-73f0-4edb-86ea-c85572fc440e,OK,identical,1.0,Both questions ask the same thing.
163993 f8bc828f-5ac3-4cc1-a1cf-63b354d1016e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
291095 f3650012-c158-4463-b911-bef49a0c38c5,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
217090 e94c7c39-128f-4a7d-8c0c-5ef92985e830,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
69980 2d9e911c-1c9d-4f29-867a-1a782227b716,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
339301 20858304-96ab-4543-8b16-aa2667b7f59c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
247694 3d2adfd1-5e96-4848-a5ed-730da3924481,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
176167 477875d2-781e-4870-a59a-7395715ae326,OK,scope,0.9,Both questions address RLWL ticket status.
232767 b4cd636c-9e1a-4c22-9045-0e1fdb4db39c,A,scope,0.9,Different symptoms and treatments for dogs' vomiting.
141689 3ee52f73-24be-40e3-a015-c3e31151e177,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
94481 15991444-9bcc-457f-8c83-8df61c7ae810,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
251067 05586620-8dfe-4d96-aa70-76d8295ba27e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
348695 9667008f-1077-4d7e-b249-33e3199e3238,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
386492 68da5b55-87d8-4360-8cda-846a023dc4f5,OK,lexical_gap,0.9,Both questions ask about stopping procrastination.
368481 e9a4416e-9bec-4a64-abd4-c26da01eab6b,OK,scope,0.9,Questions differ in specificity and hypothetical context.
190906 a715c4c5-94d2-44e5-b145-46721ddb3429,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
219790 ca1f987b-9bdd-4e47-8e49-f7553fca6052,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
83179 7521b131-66de-40e3-abb3-5bb8b65d88be,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
223959 61040430-40e6-4ab9-9c9c-63c88b55de9c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
386749 7240cffa-ca02-4047-9974-6919d19306de,OK,scope,0.9,Different focus: work experience vs. company comparison.
202463 09b479e9-dc5b-4a28-8f99-d40ca7552471,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
306905 604f83f8-6adf-48b2-97d2-a67fe4a4d70b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
297255 5ac6f16a-6708-48ca-85d5-a337f4dc29f7,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
344600 73b2c815-ab43-47d4-be9a-5599f3380539,B,scope,0.7,"One asks for good, the other for best 5."
100267 a3eb37a8-99ee-4cbe-b697-dd28058139ee,OK,unrelated,0.9,Questions address different topics about earnings.
105486 ae415f17-e38b-4976-8510-245fe5e2442d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
382235 f0dbc165-57fd-4b1e-a6aa-234675030474,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
314125 90d746e4-17b9-46b8-b702-2e1bad711443,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
43215 22745dec-afd4-49c0-9efe-d13c58e07fa9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
149917 7edd32c8-86a4-4ad5-964a-0c855b3593b5,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
128069 85873570-72f4-46fd-9b8b-0add8540c25c,OK,scope,0.9,Both questions ask about places for sex.
124581 4596e534-e795-4417-a886-271752e6fe8b,OK,unrelated,1.0,Different foods are being discussed.
201888 046b6f07-e199-4659-b1fe-fb4a06e823d0,A,entity,0.95,Flies and lies are entirely different entities.
55420 3c133f58-486a-410d-8b88-1370f7c3a0f4,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
35917 fd7e6ee5-ea7c-461d-a651-e5d3063f53dc,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
32276 a04a2b94-d764-4f56-ab43-e510b7cf563c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
335807 29f24ef0-28ef-4cdf-b93e-8905dbdaf6f1,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
340038 6faa08f0-db6d-4bf6-9def-53911da07a0c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
59027 39d59962-6924-4be6-9704-c7ec609c50e5,OK,unrelated,1.0,Questions address different topics entirely.
190549 abcc5c22-1d4e-4511-8d48-5f696a67dcf4,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
352437 4dba2c51-586e-4d07-9450-7969c50d21b5,B,scope,0.7,Different focus on fat vs. muscle loss.
376451 f354ff84-4b56-4601-86ea-9617c11fab5c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
238083 03d662e3-f68d-4a2b-b97a-6a5ecba114a9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
225552 f283b574-e746-4538-80dc-1069750d8e5d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
16420 24f540a7-fb85-48db-95ce-4baa229272a3,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
